LOCATION,houseprice,year,quarter,interest,gdp
PRT,131.765889648294,2003,4,4.414333,99.2
PRT,131.669248815253,2004,1,4.145667,100.1
PRT,130.57151874204,2004,2,4.379667,100.7
PRT,129.745998715973,2004,3,4.217333,100.7
PRT,128.913946877361,2004,4,3.833,100.4
PRT,127.473614428792,2005,1,3.602,101.2
PRT,127.922151611768,2005,2,3.348667,101.6
PRT,129.163625372846,2005,3,3.324,101.1
PRT,128.456983370992,2005,4,3.477,101.2
PRT,127.432337616582,2006,1,3.607,102
PRT,126.765775589348,2006,2,4.066,103
PRT,125.965617333587,2006,3,4.044667,102.9
PRT,125.804683281205,2006,4,3.941,103.6
PRT,125.305389973954,2007,1,4.156827,104.7
PRT,123.037271307665,2007,2,4.496061,105.2
PRT,123.349257588578,2007,3,4.595356,105.4
PRT,120.017236451427,2007,4,4.448321,106.6
PRT,115.78488151399,2008,1,4.312117,106.6
PRT,111.950683353549,2008,2,4.694927,106.1
PRT,108.549037175612,2008,3,4.768374,106
PRT,111.845621430365,2008,4,4.304002,104.6
PRT,113.182924266049,2009,1,4.502756,102
PRT,114.564450690477,2009,2,4.439181,102.1
PRT,115.058456353859,2009,3,4.044983,103
PRT,115.1202782878,2009,4,3.853674,103
PRT,114.338933925371,2010,1,4.34789,103.9
PRT,114.347326724473,2010,2,5.114105,104.5
PRT,112.919647762918,2010,3,5.625349,104.5
PRT,111.525700843979,2010,4,6.49829,104.3
PRT,109.424667603876,2011,1,7.358986,103.7
PRT,107.121988029903,2011,2,9.894537,103.2
PRT,105.506092132809,2011,3,11.47395,102.4
PRT,101.609489672355,2011,4,12.22901,100.9
PRT,98.6962642305648,2012,1,13.22314,100.3
PRT,96.6946320778204,2012,2,11.3828,99
PRT,95.4170704151005,2012,3,9.665568,97.9
PRT,95.8687067785286,2012,4,7.914547,96.3
PRT,93.7586773033361,2013,1,6.245754,96.7
PRT,93.2483175995637,2013,2,5.968311,97.5
PRT,93.5758155279042,2013,3,6.843016,97.3
PRT,95.889958272653,2013,4,6.115437,98.4
PRT,97.1384869514346,2014,1,4.859264,97.8
PRT,98.4040137758045,2014,2,3.660788,98.1
PRT,98.2180477625404,2014,3,3.446051,98.2
PRT,97.8207007894362,2014,4,3.049697,99
PRT,97.66832800111,2015,1,2.183333,99.6
PRT,100.150099462228,2015,2,2.403333,99.9
PRT,100.366481699132,2015,3,2.616667,100
PRT,101.815090837529,2015,4,2.49,100.5
PRT,103.432673568324,2016,1,2.926667,101
PRT,105.496661256361,2016,2,3.156667,101.3
PRT,106.855930275094,2016,3,3.076667,102.5
PRT,108.46011323031,2016,4,3.526667,103.4
PRT,109.678494024342,2017,1,3.993333,104.6
PRT,112.019873108168,2017,2,3.343333,105.1
PRT,116.472921358872,2017,3,2.83,105.9
PRT,118.1139004814,2017,4,2.043333,106.7
PRT,121.438149177489,2018,1,1.89,107.5
PRT,122.689033267967,2018,2,1.79,108.4
PRT,124.343536712835,2018,3,1.82,108.9
PRT,126.9800939352,2018,4,1.856667,109.6
PRT,130.733429745745,2019,1,1.513333,110.6
PRT,133.786139371909,2019,2,0.93,111.2
PRT,136.590935043878,2019,3,0.27,111.7
PRT,137.535624734778,2019,4,0.3166667,112.6
PRT,143.05787369899,2020,1,0.4433333,107.7
PRT,143.032613810002,2020,2,0.77,91.2
PRT,145.194178365146,2020,3,0.36,104.6
PRT,148.750034711002,2020,4,0.09333333,104.9
PRT,149.498491718632,2021,1,0.14,101.5
PRT,151.115461573647,2021,2,0.4366667,105.9
SVK,77.9960657192698,2005,1,3.813333,67.4
SVK,78.2778919068884,2005,2,3.553333,68.8
SVK,82.0058881465638,2005,3,3.196667,69.9
SVK,83.0950618463451,2005,4,3.523333,70.9
SVK,85.371179343052,2006,1,3.783333,72.6
SVK,88.2835939953673,2006,2,4.476666,74.3
SVK,89.6739935385187,2006,3,5.113333,75.7
SVK,94.5004564986584,2006,4,4.273334,77.9
SVK,101.188164737366,2007,1,4.256667,79.5
SVK,107.434973271135,2007,2,4.44,81.5
SVK,116.520842088108,2007,3,4.653333,83.4
SVK,124.333942388791,2007,4,4.613333,88.7
SVK,129.423757443418,2008,1,4.393333,86.2
SVK,132.066715944399,2008,2,4.64,87.3
SVK,125.759016751401,2008,3,4.996666,88.5
SVK,120.191461226821,2008,4,4.863333,89.6
SVK,113.435037284058,2009,1,4.72,81
SVK,107.973394859535,2009,2,5.013333,82.3
SVK,113.177487053726,2009,3,4.866667,83.8
SVK,107.926976300321,2009,4,4.226666,85.4
SVK,107.015155724698,2010,1,4.066667,87
SVK,105.831896684582,2010,2,3.826667,88
SVK,104.286146012043,2010,3,3.75,88.9
SVK,103.448313144252,2010,4,3.843333,89.5
SVK,102.700814566951,2011,1,4.11,89.8
SVK,99.708960737899,2011,2,4.35,90.5
SVK,99.2577014235382,2011,3,4.45,90.9
SVK,97.252638755987,2011,4,4.75,91.6
SVK,95.2934735661249,2012,1,5.036667,91.8
SVK,93.997619909031,2012,2,4.803333,91.9
SVK,93.8499158926053,2012,3,4.283333,92
SVK,91.8820202052358,2012,4,4.086667,91.9
SVK,93.4574302493225,2013,1,3.943333,92
SVK,93.2947976824717,2013,2,2.66,92.2
SVK,93.2002396191289,2013,3,3.15,92.7
SVK,93.6234793517818,2013,4,2.996667,93.2
SVK,93.3974361592305,2014,1,2.493333,93.8
SVK,94.6010326046638,2014,2,2.643333,94.5
SVK,94.6799817158976,2014,3,1.816667,95.4
SVK,96.6310315572307,2014,4,1.33,96.5
SVK,98.4258983205846,2015,1,0.76,98.3
SVK,99.5596847583633,2015,2,1.01,99.6
SVK,100.164600441745,2015,3,1.043333,100.7
SVK,101.849816479307,2015,4,0.7266667,101.4
SVK,103.861690267321,2016,1,0.5666667,101.4
SVK,105.85757723453101,2016,2,0.52,101.6
SVK,108.284609662376,2016,3,0.37,102
SVK,109.944668845882,2016,4,0.7166666,102.7
SVK,106.94976039491,2017,1,1.07,103.5
SVK,111.794758357147,2017,2,0.9833333,104.5
SVK,114.237853992206,2017,3,0.86,105.3
SVK,114.330774202034,2017,4,0.7533333,106.5
SVK,116.857351127465,2018,1,0.7533333,107.4
SVK,116.783231830426,2018,2,0.8366666,108.6
SVK,116.300057459999,2018,3,0.9466667,109.6
SVK,119.313105221299,2018,4,1.006667,110.2
SVK,120.616666892158,2019,1,0.78,111.2
SVK,123.372698871816,2019,2,0.4233333,111.6
SVK,126.295126547723,2019,3,-0.22,111.9
SVK,128.109141939902,2019,4,0.006666667,112.4
SVK,132.706605935837,2020,1,0.05666667,108.1
SVK,132.355026978757,2020,2,0.43,100.3
SVK,134.151213520351,2020,3,-0.2166667,109.4
SVK,134.981595959144,2020,4,-0.42,109.9
SVK,135.228993161692,2021,1,-0.22,108.4
SVK,135.248181225056,2021,2,0.01333333,110.5
ESP,36.8227256531269,1971,1,NA,NA
ESP,35.6354417617448,1971,2,NA,NA
ESP,34.3937843961685,1971,3,NA,NA
ESP,33.7105923382128,1971,4,NA,NA
ESP,33.5972125523231,1972,1,NA,NA
ESP,34.0753492710388,1972,2,NA,NA
ESP,34.8416111099802,1972,3,NA,NA
ESP,35.809314334923,1972,4,NA,NA
ESP,36.5002075099524,1973,1,NA,NA
ESP,37.1305032456928,1973,2,NA,NA
ESP,37.92448501452,1973,3,NA,NA
ESP,39.2775750005269,1973,4,NA,NA
ESP,41.6854830747876,1974,1,NA,NA
ESP,43.4758544675217,1974,2,NA,NA
ESP,44.8081314237729,1974,3,NA,NA
ESP,44.8235668088795,1974,4,NA,NA
ESP,43.2199112669652,1975,1,NA,NA
ESP,41.4601052928722,1975,2,NA,NA
ESP,39.8113807881223,1975,3,NA,NA
ESP,39.0070187916948,1975,4,NA,NA
ESP,38.9661183553024,1976,1,NA,NA
ESP,40.110785974735,1976,2,NA,NA
ESP,41.6074016068974,1976,3,NA,NA
ESP,42.9956122273187,1976,4,NA,NA
ESP,44.1955345942336,1977,1,NA,NA
ESP,44.7901082558751,1977,2,NA,NA
ESP,45.3031993887659,1977,3,NA,NA
ESP,46.5191613433951,1977,4,NA,NA
ESP,49.0799774943788,1978,1,NA,NA
ESP,50.5207358644282,1978,2,NA,NA
ESP,51.1398343198836,1978,3,NA,NA
ESP,50.819454851219,1978,4,NA,NA
ESP,48.9915732222391,1979,1,NA,NA
ESP,46.8235642220396,1979,2,NA,NA
ESP,44.3950141911644,1979,3,NA,NA
ESP,42.4554839569376,1979,4,NA,NA
ESP,41.6957358995502,1980,1,15.54,NA
ESP,41.0167987928544,1980,2,15.64667,NA
ESP,41.5391796842308,1980,3,16.10667,NA
ESP,41.0394638962004,1980,4,16.55,NA
ESP,40.6416389483307,1981,1,16.21667,NA
ESP,38.8766603077073,1981,2,15.78667,NA
ESP,38.1182682525312,1981,3,15.27,NA
ESP,36.2820592221431,1981,4,15.97333,NA
ESP,35.0734098147686,1982,1,15.8,NA
ESP,34.3603496918073,1982,2,16,NA
ESP,34.454751729473,1982,3,16.06333,NA
ESP,34.9534508691172,1982,4,16.08667,NA
ESP,36.5507343117659,1983,1,15.67667,NA
ESP,36.8038180528146,1983,2,16.70667,NA
ESP,37.1589468201458,1983,3,17.44,NA
ESP,37.0213952788757,1983,4,17.81333,NA
ESP,36.2157486051317,1984,1,17.11333,NA
ESP,35.6167252235955,1984,2,17.41,NA
ESP,35.6141601473895,1984,3,16.75,NA
ESP,36.1030667916689,1984,4,14.81667,NA
ESP,36.7757450363868,1985,1,13.29333,NA
ESP,36.310490300272,1985,2,13.58667,NA
ESP,36.6329131940848,1985,3,14.25,NA
ESP,36.3663575449772,1985,4,12.34,NA
ESP,35.8141057633557,1986,1,12.31333,NA
ESP,36.7648207335517,1986,2,11.46,NA
ESP,39.2475941485937,1986,3,11.37667,NA
ESP,42.0840760372211,1986,4,10.26667,NA
ESP,46.8992132361286,1987,1,10.76,NA
ESP,49.1972320030878,1987,2,12.89,NA
ESP,52.9954596859041,1987,3,13.91667,NA
ESP,56.268578642311,1987,4,13.68667,NA
ESP,58.202124996559,1988,1,12.20333,NA
ESP,61.3046507956049,1988,2,11.07667,NA
ESP,62.8931708376364,1988,3,11.20667,NA
ESP,65.7641970187568,1988,4,12.49,NA
ESP,68.1387890649642,1989,1,13.32667,NA
ESP,70.9253107162309,1989,2,13.63667,NA
ESP,73.3258309219282,1989,3,13.339,NA
ESP,74.9718706211512,1989,4,14.1,NA
ESP,77.1504024652045,1990,1,14.65667,NA
ESP,77.2409501615782,1990,2,14.63667,NA
ESP,78.5848304513609,1990,3,14.75333,NA
ESP,78.7285966277095,1990,4,14.66333,NA
ESP,82.800150763247,1991,1,13.93333,NA
ESP,82.6708707746338,1991,2,12.10333,NA
ESP,83.934846416702,1991,3,11.94,NA
ESP,84.2010667213904,1991,4,11.46554,NA
ESP,79.4725268409526,1992,1,10.83832,NA
ESP,79.0149645803687,1992,2,11.0196,NA
ESP,76.1751112561739,1992,3,12.23193,NA
ESP,76.3335444754794,1992,4,12.69091,NA
ESP,74.0213684885357,1993,1,11.64531,NA
ESP,73.7745315499032,1993,2,11.09021,NA
ESP,73.5385466624998,1993,3,9.597884,NA
ESP,73.0882681627591,1993,4,8.509772,NA
ESP,72.4509833253553,1994,1,8.298019,NA
ESP,70.872075582746,1994,2,9.630316,NA
ESP,70.7510531740922,1994,3,10.82931,NA
ESP,70.9373825126343,1994,4,11.23352,NA
ESP,70.1924367557458,1995,1,11.90637,65.9
ESP,70.6836907284059,1995,2,11.6802,66.3
ESP,70.0851314881305,1995,3,11.03587,66.6
ESP,70.4012087042738,1995,4,10.4613,67.1
ESP,70.5988552527583,1996,1,9.687412,67.5
ESP,70.5230081253698,1996,2,9.2008,68
ESP,69.1449724567497,1996,3,8.691099,68.5
ESP,70.4471886261392,1996,4,7.366533,68.9
ESP,70.3682519480042,1997,1,6.867973,69.6
ESP,72.2833028461771,1997,2,6.678237,70.2
ESP,72.107165094767,1997,3,6.201266,71.1
ESP,70.0247116243014,1997,4,5.858662,72.1
ESP,71.1562682840997,1998,1,5.239402,72.7
ESP,73.2968852836172,1998,2,5.070928,73.5
ESP,74.8055630708717,1998,3,4.718281,74.2
ESP,74.5091884569387,1998,4,4.303095,75
ESP,75.5556492802473,1999,1,4.052249,75.8
ESP,75.6484858594863,1999,2,4.320226,76.7
ESP,77.3957456458932,1999,3,5.133182,77.7
ESP,79.1188970511996,1999,4,5.403589,78.6
ESP,79.4252851457596,2000,1,5.679694,79.8
ESP,78.8285769167245,2000,2,5.511219,80.8
ESP,79.1383130258294,2000,3,5.531292,81.7
ESP,80.2267044385622,2000,4,5.381259,82.5
ESP,81.9016965942451,2001,1,5.078189,83.4
ESP,82.639693164869,2001,2,5.28976,84
ESP,84.144999783909,2001,3,5.2140319999999996,84.8
ESP,87.1244594314041,2001,4,4.879154,85.4
ESP,90.3586417399332,2002,1,5.162689,85.8
ESP,94.9291618858691,2002,2,5.309392,86.5
ESP,96.9617502078061,2002,3,4.807545,87
ESP,100.11020820842,2002,4,4.550937,87.7
ESP,104.0064252267,2003,1,4.095132,88.5
ESP,109.470410580815,2003,2,3.917737,88.9
ESP,113.280510745206,2003,3,4.143866,89.5
ESP,117.693095384183,2003,4,4.335439,90.3
ESP,121.632753568515,2004,1,4.117139,90.8
ESP,125.202101680534,2004,2,4.307871,91.7
ESP,128.864241691275,2004,3,4.171682,92.6
ESP,132.392324534952,2004,4,3.81988,93.2
ESP,136.262023393071,2005,1,3.63501,94.1
ESP,139.967838481217,2005,2,3.358125,95
ESP,141.950069318682,2005,3,3.1797,95.9
ESP,145.356264341196,2005,4,3.372562,96.9
ESP,148.390289486488,2006,1,3.487468,98
ESP,151.659411796878,2006,2,3.964463,98.9
ESP,156.824117681821,2006,3,3.893252,99.8
ESP,161.492160596018,2006,4,3.792058,100.8
ESP,163.009963497012,2007,1,4.063979,101.7
ESP,164.746600891658,2007,2,4.388436,102.6
ESP,165.873707230029,2007,3,4.449452,103.4
ESP,163.353533867165,2007,4,4.324639,104.1
ESP,161.245044188713,2008,1,4.148151,104.3
ESP,158.222181264103,2008,2,4.508014,104.4
ESP,154.77321408444,2008,3,4.641771,104.2
ESP,150.949997425527,2008,4,4.156992,102.5
ESP,149.389207149829,2009,1,4.146051,99.9
ESP,147.742089429029,2009,2,4.098349,99.9
ESP,146.761622227424,2009,3,3.864522,100.1
ESP,145.588457002203,2009,4,3.788272,100.1
ESP,144.434843353584,2010,1,3.93241,100
ESP,143.744736264464,2010,2,4.180355,100.2
ESP,140.256426200796,2010,3,4.188303,100.1
ESP,139.419912459565,2010,4,4.698936,100.2
ESP,135.411999393676,2011,1,5.295523,100
ESP,131.077656437208,2011,2,5.376927,99.7
ESP,126.166327801134,2011,3,5.425811,99.1
ESP,119.750177726549,2011,4,5.649316,98.4
ESP,114.323521238439,2012,1,5.226703,97.5
ESP,108.325029302168,2012,2,6.168309,96.6
ESP,103.525547101137,2012,3,6.432262,96.1
ESP,101.803383906928,2012,4,5.558876,95.3
ESP,97.3628198317726,2013,1,5.063308,95
ESP,96.0867487221715,2013,2,4.502705,95
ESP,96.0848344865336,2013,3,4.528087,94.9
ESP,95.5824106394626,2013,4,4.153749,95.1
ESP,95.8830262059945,2014,1,3.55275,95.4
ESP,96.1034703804747,2014,2,2.916685,95.9
ESP,96.4216154623772,2014,3,2.428815,96.6
ESP,97.4110183395691,2014,4,1.989074,97.4
ESP,97.3889571781522,2015,1,1.427004,98.5
ESP,99.955971731455,2015,2,1.772445,99.6
ESP,100.88188246641,2015,3,2.027077,100.5
ESP,101.773188623983,2015,4,1.713822,101.4
ESP,103.254095188087,2016,1,1.667412,102.1
ESP,104.531157356197,2016,2,1.519993,102.6
ESP,104.713770851338,2016,3,1.07477,103.5
ESP,105.301696854435,2016,4,1.311035,104
ESP,106.994079804809,2017,1,1.628947,104.8
ESP,108.177390375876,2017,2,1.546168,105.9
ESP,110.166302435138,2017,3,1.54132,106.5
ESP,111.647211598418,2017,4,1.515029,107.2
ESP,112.262169266347,2018,1,1.447094,107.6
ESP,114.562245777978,2018,2,1.325674,108.2
ESP,115.792595389237,2018,3,1.377246,108.8
ESP,117.159566246086,2018,4,1.527395,109.5
ESP,118.634270055574,2019,1,1.262193,110.2
ESP,119.216276270489,2019,2,0.813794,110.6
ESP,120.44198255622,2019,3,0.2267614,111
ESP,120.370214395247,2019,4,0.3413247,111.4
ESP,121.106267939261,2020,1,0.4007939,105.4
ESP,122.618205944603,2020,2,0.6955335,86.8
ESP,122.987239393443,2020,3,0.3194302,101.4
ESP,122.834287411933,2020,4,0.102153,101.6
ESP,121.837899663028,2021,1,0.2044696,101
ESP,124.692127164742,2021,2,0.4431071,102
SWE,47.168703041053,1970,1,NA,38.7
SWE,47.0857969867172,1970,2,NA,39
SWE,46.9512597961079,1970,3,NA,40.2
SWE,46.6977358737586,1970,4,NA,40.3
SWE,46.0201889229066,1971,1,NA,39.9
SWE,45.9088324448908,1971,2,NA,39.4
SWE,45.897065137135,1971,3,NA,40.2
SWE,45.9217428686879,1971,4,NA,39.8
SWE,46.4319437278516,1972,1,NA,40
SWE,46.5075795563128,1972,2,NA,40
SWE,46.3864916540948,1972,3,NA,41.2
SWE,46.229929024125,1972,4,NA,41.9
SWE,46.9385935596562,1973,1,NA,42.1
SWE,46.6192509513786,1973,2,NA,42.2
SWE,46.0245467359996,1973,3,NA,42.5
SWE,45.4858194383002,1973,4,NA,43.1
SWE,45.6774548881363,1974,1,NA,42.8
SWE,45.1897497146215,1974,2,NA,43.6
SWE,45.4176596730956,1974,3,NA,44.2
SWE,46.634258365201,1974,4,NA,44.8
SWE,47.6968587253382,1975,1,NA,45.1
SWE,48.4823273124699,1975,2,NA,44.6
SWE,49.0182056213089,1975,3,NA,45
SWE,49.320838446196,1975,4,NA,45.5
SWE,50.0143069219021,1976,1,NA,44.8
SWE,50.5595293283218,1976,2,NA,45.6
SWE,51.023482091445,1976,3,NA,45.3
SWE,51.364367047649,1976,4,NA,45.1
SWE,52.5129263228634,1977,1,NA,44.2
SWE,52.9529782463985,1977,2,NA,44.6
SWE,53.2803406805386,1977,3,NA,44.7
SWE,53.6098856622497,1977,4,NA,44.4
SWE,53.3680215976081,1978,1,NA,45.2
SWE,53.9006406368936,1978,2,NA,45.9
SWE,54.4686516644397,1978,3,NA,44.9
SWE,54.9466297550195,1978,4,NA,45.6
SWE,56.176959667401,1979,1,NA,46.6
SWE,56.0190658127963,1979,2,NA,47.3
SWE,55.5813569216056,1979,3,NA,47.5
SWE,55.0492006949518,1979,4,NA,47.5
SWE,53.80465505581,1980,1,NA,49
SWE,52.753861427577,1980,2,NA,46.7
SWE,51.805229315337,1980,3,NA,48.4
SWE,50.9518771073627,1980,4,NA,47.5
SWE,49.7817264125198,1981,1,NA,47.8
SWE,48.4859665890872,1981,2,NA,47.8
SWE,47.1559220783977,1981,3,NA,48.1
SWE,45.8490869597821,1981,4,NA,47.6
SWE,45.1128160695495,1982,1,NA,47.7
SWE,44.0013837911375,1982,2,NA,48.7
SWE,42.9029013070478,1982,3,NA,48.1
SWE,41.9129216908367,1982,4,NA,49.1
SWE,40.4798958499113,1983,1,NA,48.5
SWE,39.6356431536719,1983,2,NA,48.9
SWE,38.9163665907426,1983,3,NA,49.4
SWE,38.3172283216987,1983,4,NA,50.4
SWE,37.9675622756482,1984,1,NA,51.6
SWE,37.6783668749072,1984,2,NA,50.8
SWE,37.3810098628039,1984,3,NA,51.5
SWE,37.1789717491601,1984,4,NA,51.9
SWE,36.6761878396531,1985,1,NA,52
SWE,36.5371438502456,1985,2,NA,52.6
SWE,36.3956858397362,1985,3,NA,53.1
SWE,36.4390259762143,1985,4,NA,52.6
SWE,36.5515917437487,1986,1,NA,53.7
SWE,36.7911394878782,1986,2,NA,53.9
SWE,37.2094700607787,1986,3,NA,54.2
SWE,37.9145822683176,1986,4,NA,54.4
SWE,38.8514078090685,1987,1,11.46,54.6
SWE,39.2849464528291,1987,2,11.57333,55.8
SWE,39.7923250706736,1987,3,11.92,56.5
SWE,41.1154277471046,1987,4,11.76667,56.6
SWE,42.2572660621771,1988,1,11.42667,56.9
SWE,43.4561208490408,1988,2,11.40333,57
SWE,45.1912807019648,1988,3,11.46333,57.1
SWE,46.1496873118335,1988,4,11.11333,58.3
SWE,48.1191440723873,1989,1,10.64,58.4
SWE,49.3947432598363,1989,2,11.07,58.8
SWE,49.9224928715909,1989,3,11.06333,58.8
SWE,49.6396798544164,1989,4,11.94667,59.6
SWE,51.3058859268064,1990,1,13.44,59.7
SWE,50.6711488231839,1990,2,13.27,59.5
SWE,49.9539862267533,1990,3,13.14333,59.1
SWE,48.6835915124955,1990,4,12.78333,59.7
SWE,49.2890444357801,1991,1,11.44333,59.6
SWE,48.3146286130048,1991,2,10.90333,58.9
SWE,48.1379143905188,1991,3,10.47,58.6
SWE,48.2097277946966,1991,4,9.946667,58.5
SWE,46.0081725683933,1992,1,9.45,59
SWE,44.2148988337399,1992,2,9.52,58.7
SWE,42.2208285131214,1992,3,10.54667,57.9
SWE,39.317561745643,1992,4,10.55,57.1
SWE,37.0272079989596,1993,1,9.77,56
SWE,36.4660083183141,1993,2,9.06,56.8
SWE,35.4957515411341,1993,3,7.886667,57.6
SWE,35.8920146647621,1993,4,7.44,57.5
SWE,36.6973421927609,1994,1,7.143333,58.1
SWE,37.0823759572709,1994,2,8.956667,58.7
SWE,36.9766074658507,1994,3,11.03,59.4
SWE,36.7546730446417,1994,4,10.85,60.3
SWE,36.2933246801895,1995,1,10.96333,61.1
SWE,36.1622202543922,1995,2,10.91333,61.3
SWE,35.5348201583679,1995,3,10.13667,61.6
SWE,35.5660223718617,1995,4,8.963333,62.3
SWE,35.5999213822294,1996,1,8.58,62.7
SWE,35.6104201465902,1996,2,8.37,62.2
SWE,35.9150251702191,1996,3,8.056666,62.5
SWE,36.4564952984783,1996,4,7.1,62.9
SWE,36.8371420097585,1997,1,6.84,63.4
SWE,37.5633679229072,1997,2,7,64.2
SWE,37.9627525859617,1997,3,6.433333,64.7
SWE,38.6571485989094,1997,4,6.183333,66
SWE,39.7561034265686,1998,1,5.51,66.3
SWE,40.5640743312712,1998,2,5.126667,67.2
SWE,41.5229809211614,1998,3,4.813334,67.5
SWE,42.7792049145396,1998,4,4.506667,68.3
SWE,42.9716255658884,1999,1,4.213333,69.1
SWE,43.9201495607189,1999,2,4.536667,69.5
SWE,44.842122447046,1999,3,5.48,70.1
SWE,45.7751484804152,1999,4,5.69,71.4
SWE,46.9043810272922,2000,1,5.786667,71.9
SWE,48.4599646940263,2000,2,5.296667,73.7
SWE,49.6204412081039,2000,3,5.293334,74.3
SWE,50.6750745595633,2000,4,5.093333,74
SWE,51.874409168299,2001,1,4.833333,74.3
SWE,51.406677450363,2001,2,5.193333,74.3
SWE,51.9097680855351,2001,3,5.28,74.6
SWE,51.6976031453291,2001,4,5.123333,75.2
SWE,52.7448345950659,2002,1,5.42,75.1
SWE,53.5376936127078,2002,2,5.633333,76.3
SWE,54.7473472104323,2002,3,5.156667,76.8
SWE,55.3551349098327,2002,4,5.003334,76.9
SWE,55.3944719393074,2003,1,4.58,77.8
SWE,56.3900995493803,2003,2,4.43,77.3
SWE,56.6269350814155,2003,3,4.646667,78.5
SWE,57.9075963175734,2003,4,4.896667,78.9
SWE,59.5723265542193,2004,1,4.503334,80.4
SWE,61.2208805103677,2004,2,4.65,80.7
SWE,61.9020103473455,2004,3,4.453333,81.4
SWE,63.5600097807,2004,4,4.093333,82
SWE,64.2636976810313,2005,1,3.82,82.4
SWE,65.2683194609718,2005,2,3.343333,83
SWE,67.1746044198679,2005,3,3.06,83.9
SWE,69.5949120800349,2005,4,3.306667,84.5
SWE,72.4826957336712,2006,1,3.43,85.8
SWE,73.4846936034294,2006,2,3.886667,87.2
SWE,74.5180797045643,2006,3,3.833333,88.2
SWE,76.1923896030661,2006,4,3.666667,88.8
SWE,77.4863784053913,2007,1,3.873333,89.7
SWE,79.7754166658899,2007,2,4.21,90.1
SWE,82.525187926112,2007,3,4.306667,90.8
SWE,83.4426921277428,2007,4,4.28,91.9
SWE,82.3963355811521,2008,1,4.006667,91.1
SWE,81.5484863260273,2008,2,4.223333,91.1
SWE,81.4676343496659,2008,3,4.126667,90.7
SWE,79.059059805687,2008,4,3.193333,87.4
SWE,78.5405260752507,2009,1,2.89,86.1
SWE,79.8757732845377,2009,2,3.456667,86.2
SWE,81.1819959487517,2009,3,3.4,86.2
SWE,83.26502690245,2009,4,3.253333,86.6
SWE,85.3084355722122,2010,1,3.283333,88.9
SWE,85.9526305948788,2010,2,2.826667,90.7
SWE,85.9215294851829,2010,3,2.56,91.8
SWE,86.7390816340887,2010,4,2.903333,93.3
SWE,86.9060120482979,2011,1,3.346667,93.6
SWE,86.2516031478502,2011,2,3.066667,93.9
SWE,85.3914408747705,2011,3,2.25,95.2
SWE,83.2373430483729,2011,4,1.756667,93.8
SWE,83.2552719572447,2012,1,1.846667,94
SWE,83.0790738784878,2012,2,1.593333,94.1
SWE,84.0258534624318,2012,3,1.426667,94
SWE,84.8498555356861,2012,4,1.503333,93.3
SWE,84.8770076897025,2013,1,1.906667,94.6
SWE,85.5042099915705,2013,2,1.833333,94.5
SWE,85.8867426777904,2013,3,2.366667,95
SWE,87.1446085771115,2013,4,2.376667,95.6
SWE,88.950645035012,2014,1,2.253333,96.4
SWE,90.077581626023,2014,2,1.913333,97.2
SWE,91.8106095466122,2014,3,1.563333,97.9
SWE,93.7521757114892,2014,4,1.15,98.7
SWE,95.8814440781864,2015,1,0.66,100.1
SWE,98.6120667255844,2015,2,0.6933333,101.1
SWE,101.216944531068,2015,3,0.7266667,102.5
SWE,104.289544665161,2015,4,0.7966667,103.2
SWE,105.217648560075,2016,1,0.7866667,103.1
SWE,106.685612701947,2016,2,0.7,103.2
SWE,108.891343512951,2016,3,0.1633333,103.5
SWE,109.399181489434,2016,4,0.4266667,104.5
SWE,111.788312701178,2017,1,0.6666667,104.9
SWE,114.337488844288,2017,2,0.53,106.3
SWE,115.844693881038,2017,3,0.6366667,107.3
SWE,115.451861996215,2017,4,0.7866667,107.5
SWE,114.033402460744,2018,1,0.8433333,107.8
SWE,111.833136428626,2018,2,0.64,108.9
SWE,110.991494924598,2018,3,0.5433334,108.2
SWE,110.86632934301,2018,4,0.58,109.7
SWE,111.033389151881,2019,1,0.36,110.3
SWE,111.425020861423,2019,2,0.07,110.8
SWE,112.909879074337,2019,3,-0.2133333,111
SWE,112.76518110398,2019,4,-0.03,111.3
SWE,114.460831053832,2020,1,-0.03666667,110.3
SWE,116.700553811206,2020,2,-0.04666667,101.7
SWE,118.853438008156,2020,3,-0.06333333,108.7
SWE,123.023242639037,2020,4,-0.006666667,109
SWE,127.426290252605,2021,1,0.24,110.3
SWE,134.518443584091,2021,2,0.3833333,111.4
CHE,62.6865868124299,1970,1,5.513333,NA
CHE,63.370064546349,1970,2,5.87,NA
CHE,63.8355128000785,1970,3,5.77,NA
CHE,65.6017890242059,1970,4,5.71,NA
CHE,67.7211833929328,1971,1,5.513333,NA
CHE,67.2961326406758,1971,2,5.323333,NA
CHE,68.9231358595828,1971,3,5.286667,NA
CHE,69.7304315366319,1971,4,4.94,NA
CHE,72.5256057459985,1972,1,4.71,NA
CHE,76.2663996287189,1972,2,4.976666,NA
CHE,77.7405076838731,1972,3,4.953333,NA
CHE,79.7937569764665,1972,4,5.213333,NA
CHE,84.8180411082836,1973,1,5.323333,NA
CHE,82.2465205675605,1973,2,5.383333,NA
CHE,83.5283997002506,1973,3,5.6,NA
CHE,81.1625027714407,1973,4,6.07,NA
CHE,78.3758240567153,1974,1,6.686666,NA
CHE,76.3999487404705,1974,2,7.27,NA
CHE,74.4220751844095,1974,3,7.333333,NA
